Date,VSt,VS,VSp,GRt,GR,GRp,TIt,TI,TIp,rCHt,rCH,rCHp,CHt,CH,CHp,Rhm,Rh,Rhp
2002-10-07,3780,3417,0.905,1960,1591,0.812,1220,999,0.816,1600,1450,0.906,8560,7457,0.871,906,1459,1.61
2002-10-14,3780,3383,0.896,1960,1589,0.811,1220,987,0.806,1600,1438,0.899,8560,7397,0.864,868,965,1.11
2002-10-21,3770,3374,0.894,1960,1635,0.834,1220,1015,0.829,1600,1458,0.911,8560,7482,0.874,855,1343,1.57
2002-10-28,3780,3331,0.882,1960,1673,0.854,1230,1022,0.834,1600,1484,0.928,8560,7510,0.877,848,1320,1.56
2002-11-04,3770,3287,0.871,1960,1680,0.857,1230,1011,0.825,1600,1489,0.931,8560,7467,0.872,840,2234,2.66
2002-11-11,3780,3218,0.852,1960,1671,0.853,1230,989,0.807,1600,1455,0.909,8560,7333,0.857,832,2495,3
2002-11-18,3770,3144,0.833,1960,1722,0.879,1220,1041,0.85,1600,1480,0.925,8560,7387,0.863,827,2190,2.65
2002-11-25,3770,3056,0.81,1960,1731,0.883,1230,1061,0.866,1600,1445,0.903,8560,7293,0.852,825,1808,2.19
2002-12-02,3780,2945,0.78,1960,1756,0.896,1220,1089,0.889,1600,1436,0.898,8560,7226,0.844,823,1575,1.91
2002-12-09,3780,2828,0.749,1960,1705,0.87,1230,1065,0.869,1600,1375,0.859,8560,6973,0.815,821,1147,1.4
2002-12-16,3780,2674,0.708,1960,1613,0.823,1220,1013,0.827,1600,1258,0.786,8560,6558,0.766,817,999,1.22
2002-12-23,3780,2538,0.672,1960,1531,0.781,1220,971,0.793,1600,1196,0.748,8550,6236,0.729,807,1559,1.93
2002-12-30,3780,2531,0.67,1960,1545,0.788,1230,967,0.789,1600,1248,0.78,8560,6291,0.735,796,1147,1.44
2003-01-06,3780,2515,0.666,1960,1540,0.786,1220,953,0.778,1600,1281,0.801,8560,6289,0.735,786,1575,2
2003-01-13,3780,2322,0.615,1960,1417,0.723,1220,877,0.716,1600,1163,0.727,8560,5779,0.675,774,1005,1.3
2003-01-20,3780,2187,0.579,1960,1313,0.67,1220,823,0.672,1600,1078,0.674,8560,5401,0.631,780,851,1.09
2003-01-27,3780,2025,0.536,1960,1205,0.615,1230,761,0.621,1600,991,0.619,8560,4982,0.582,794,844,1.06
2003-02-03,3770,1861,0.493,1960,1095,0.559,1220,699,0.571,1600,917,0.573,8560,4572,0.534,809,871,1.08
2003-02-10,3770,1698,0.45,1960,977,0.498,1230,641,0.523,1600,813,0.508,8570,4129,0.482,823,864,1.05
2003-02-17,3780,1495,0.396,1960,845,0.431,1220,572,0.467,1600,697,0.436,8550,3609,0.422,837,724,0.86
2003-02-24,3780,1289,0.341,1960,708,0.361,1220,487,0.398,1600,579,0.362,8560,3063,0.358,849,668,0.79
2003-03-03,3770,1128,0.299,1960,622,0.317,1230,419,0.342,1600,507,0.317,8550,2676,0.313,862,1046,1.21
2003-03-10,3780,998,0.264,1960,561,0.286,1220,378,0.309,1600,457,0.286,8550,2394,0.28,874,793,0.91
2003-03-17,3770,875,0.232,1960,511,0.261,1220,340,0.278,1600,429,0.268,8550,2155,0.252,893,768,0.86
2003-03-24,3780,767,0.203,1960,429,0.219,1230,293,0.239,1600,407,0.254,8580,1896,0.221,927,662,0.71
2003-03-31,3780,673,0.178,1960,381,0.194,1230,260,0.212,1600,414,0.259,8550,1728,0.202,962,787,0.82
2003-04-07,3770,611,0.162,1950,346,0.177,1220,235,0.192,1600,406,0.254,8550,1598,0.187,997,724,0.73
2003-04-14,3770,490,0.13,1960,304,0.155,1230,185,0.151,1600,317,0.198,8580,1296,0.151,1031,712,0.69
2003-04-21,3780,454,0.12,1960,298,0.152,1220,180,0.147,1600,341,0.213,8540,1273,0.149,1081,644,0.6
2003-04-28,3760,421,0.112,1960,294,0.15,1220,169,0.138,1600,367,0.229,8570,1251,0.146,1133,749,0.66
2003-05-05,3790,496,0.131,1960,396,0.202,1220,218,0.178,1600,460,0.288,8580,1570,0.183,1185,952,0.8
2003-05-12,3760,542,0.144,1960,555,0.283,1220,295,0.241,1600,521,0.326,8580,1913,0.223,1238,1111,0.9
2003-05-19,3770,566,0.15,1960,637,0.325,1230,342,0.279,1600,519,0.324,8560,2064,0.241,1293,965,0.75
2003-05-26,3780,620,0.164,1960,701,0.358,1230,390,0.318,1600,546,0.341,8550,2257,0.264,1350,1075,0.8
2003-06-02,3770,732,0.194,1960,858,0.438,1220,496,0.405,1600,644,0.403,8560,2730,0.319,1407,1019,0.72
2003-06-09,3780,1076,0.285,1960,1039,0.53,1230,618,0.504,1600,755,0.472,8570,3488,0.407,1464,1154,0.79
2003-06-16,3770,1419,0.376,1960,1172,0.598,1220,748,0.611,1600,890,0.556,8560,4229,0.494,1511,1118,0.74
2003-06-23,3770,1746,0.463,1960,1270,0.648,1220,817,0.667,1600,973,0.608,8570,4806,0.561,1495,965,0.65
2003-06-30,3780,2055,0.544,1960,1322,0.674,1220,839,0.685,1600,1039,0.649,8710,5255,0.603,1480,837,0.57
2003-07-07,3770,2238,0.593,1960,1352,0.69,1220,856,0.699,1600,1072,0.67,8560,5518,0.645,1465,864,0.59
2003-07-14,3780,2450,0.649,1960,1359,0.693,1230,858,0.7,1600,1067,0.667,8560,5734,0.67,1449,656,0.45
2003-07-21,3780,2677,0.709,1960,1362,0.695,1220,857,0.7,1600,1106,0.691,8560,6002,0.701,1402,731,0.52
2003-07-28,3770,2868,0.76,1960,1381,0.705,1220,872,0.712,1600,1166,0.729,8570,6287,0.734,1349,847,0.63
2003-08-04,3770,3042,0.806,1960,1423,0.726,1220,882,0.72,1600,1212,0.758,8560,6559,0.766,1296,712,0.55
2003-08-11,3770,3246,0.86,1960,1400,0.714,1220,866,0.707,1600,1242,0.776,8560,6754,0.789,1243,545,0.44
2003-08-18,3780,3402,0.901,1960,1394,0.711,1230,858,0.7,1600,1267,0.792,8560,6921,0.809,1195,656,0.55
2003-08-25,3770,3510,0.93,1960,1400,0.714,1230,864,0.705,1600,1272,0.795,8560,7046,0.823,1154,545,0.47
2003-09-01,3780,3560,0.943,1960,1466,0.748,1220,895,0.731,1600,1305,0.816,8560,7226,0.844,1113,712,0.64
2003-09-08,3780,3530,0.935,1960,1485,0.758,1220,888,0.725,1600,1294,0.809,8560,7197,0.841,1071,586,0.55
2003-09-15,3770,3479,0.922,1960,1483,0.757,1230,886,0.723,1600,1307,0.817,8560,7155,0.836,1030,462,0.45
2003-09-22,3780,3471,0.919,1960,1488,0.759,1230,881,0.719,1600,1301,0.813,8560,7141,0.834,992,387,0.39
2003-09-29,3770,3442,0.912,1960,1469,0.749,1230,863,0.704,1600,1292,0.808,8560,7066,0.825,954,467,0.49
2003-10-06,3780,3398,0.9,1960,1444,0.737,1220,856,0.699,1600,1303,0.814,8560,7001,0.818,917,864,0.94
2003-10-13,3770,3352,0.888,1960,1465,0.747,1230,870,0.71,1600,1364,0.853,8560,7051,0.824,879,998,1.14
2003-10-20,3770,3235,0.857,1960,1462,0.746,1220,850,0.694,1600,1330,0.831,8560,6877,0.803,864,693,0.8
2003-10-27,3770,3102,0.822,1960,1407,0.718,1230,822,0.671,1600,1276,0.798,8560,6607,0.772,859,638,0.74
2003-11-03,3770,2988,0.792,1960,1379,0.704,1230,814,0.664,1600,1248,0.78,8560,6429,0.751,853,743,0.87
2003-11-10,3770,2872,0.761,1960,1367,0.697,1220,803,0.656,1600,1241,0.776,8560,6283,0.734,848,574,0.68
2003-11-17,3770,2751,0.729,1960,1346,0.687,1220,786,0.642,1600,1214,0.759,8560,6097,0.712,843,615,0.73
2003-11-24,3770,2626,0.696,1960,1325,0.676,1220,784,0.64,1600,1197,0.748,8560,5932,0.693,839,516,0.62
2003-12-01,3780,2508,0.664,1960,1316,0.671,1220,786,0.642,1600,1166,0.729,8560,5776,0.675,834,597,0.72
2003-12-08,3770,2370,0.628,1960,1282,0.654,1230,765,0.624,1600,1127,0.704,8560,5544,0.648,830,522,0.63
2003-12-15,3780,2232,0.591,1960,1217,0.621,1230,729,0.595,1600,1081,0.676,8570,5259,0.614,826,574,0.69
2003-12-22,3780,2092,0.554,1960,1180,0.602,1220,694,0.567,1600,1042,0.651,8710,5008,0.575,813,724,0.89
2003-12-29,3770,2048,0.543,1960,1193,0.609,1220,688,0.562,1600,1063,0.664,8560,4992,0.583,801,483,0.6
2005-01-03,3750,2432,0.648,1960,1408,0.718,1230,717,0.585,1600,1140,0.713,8540,5697,0.667,793,670,0.84
2005-01-10,3760,2348,0.625,1960,1386,0.707,1230,679,0.554,1590,1129,0.709,8540,5542,0.649,783,555,0.71
2005-01-17,3760,2236,0.595,1960,1327,0.677,1230,635,0.518,1600,1085,0.678,8530,5283,0.619,779,513,0.66
2005-01-24,3760,2108,0.561,1960,1255,0.64,1220,588,0.48,1600,1043,0.652,8540,4994,0.585,792,703,0.89
2005-01-31,3760,1898,0.505,1960,1115,0.569,1230,520,0.424,1600,941,0.588,8540,4474,0.524,804,525,0.65
2005-02-07,3760,1709,0.455,1960,993,0.507,1230,467,0.381,1600,851,0.532,8540,4020,0.471,817,495,0.61
2005-02-14,3750,1550,0.413,1960,885,0.452,1220,421,0.344,1600,795,0.497,8530,3651,0.428,830,1078,1.3
2005-02-21,3760,1387,0.369,1960,760,0.388,1230,358,0.292,1600,713,0.446,8540,3218,0.377,843,877,1.04
2005-02-28,3750,1205,0.321,1960,636,0.324,1230,297,0.242,1600,597,0.373,8550,2735,0.32,855,624,0.73
2005-03-07,3760,1007,0.268,1960,503,0.257,1230,232,0.189,1600,458,0.286,8530,2200,0.258,868,507,0.58
2005-03-14,3750,825,0.22,1960,393,0.201,1220,196,0.16,1600,364,0.228,8550,1778,0.208,880,561,0.64
2005-03-21,3760,730,0.194,1960,353,0.18,1230,184,0.15,1600,358,0.224,8550,1625,0.19,911,995,1.09
2005-03-28,3750,652,0.174,1960,349,0.178,1230,172,0.14,1600,406,0.254,8540,1579,0.185,944,1147,1.21
2005-04-04,3750,563,0.15,1960,313,0.16,1230,150,0.122,1600,425,0.266,8540,1451,0.17,978,965,0.99
2005-04-11,3760,477,0.127,1950,250,0.128,1230,114,0.093,1600,414,0.259,8540,1255,0.147,1012,1147,1.13
2005-04-18,3750,394,0.105,1960,206,0.105,1230,91,0.074,1600,394,0.246,8540,1085,0.127,1054,1329,1.26
2005-04-25,3760,335,0.089,1960,163,0.083,1220,72,0.059,1600,395,0.247,8540,965,0.113,1107,1321,1.19
2005-05-02,3750,300,0.08,1950,162,0.083,1230,80,0.065,1600,431,0.269,8540,973,0.114,1160,1147,0.99
2005-05-09,3780,336,0.089,1960,221,0.113,1220,120,0.098,1600,498,0.311,8510,1175,0.138,1213,1615,1.33
2005-05-16,3770,317,0.084,1950,205,0.105,1230,118,0.096,1600,468,0.293,8520,1108,0.13,1266,1132,0.89
2005-05-23,3740,329,0.088,1950,252,0.129,1230,150,0.122,1600,501,0.313,8560,1232,0.144,1322,1483,1.12
2005-05-30,3740,445,0.119,1960,389,0.198,1230,249,0.203,1600,621,0.388,8520,1704,0.2,1378,1273,0.92
2005-06-06,3750,638,0.17,1960,530,0.27,1230,331,0.27,1600,742,0.464,8550,2241,0.262,1435,1361,0.95
2005-06-13,3750,735,0.196,1960,566,0.289,1220,350,0.286,1600,737,0.461,8530,2388,0.28,1491,1086,0.73
2005-06-20,3760,936,0.249,1960,641,0.327,1220,414,0.338,1600,773,0.483,8530,2764,0.324,1496,1032,0.69
2005-06-27,3760,1199,0.319,1960,701,0.358,1230,451,0.368,1600,845,0.528,8550,3196,0.374,1479,1017,0.69
2005-07-04,3750,1494,0.398,1960,740,0.378,1230,472,0.385,1600,910,0.569,8550,3616,0.423,1463,1010,0.69
2005-07-11,3750,1607,0.428,1960,768,0.392,1220,487,0.398,1600,943,0.589,8530,3805,0.446,1447,1109,0.77
2005-07-18,3760,1793,0.477,1960,789,0.403,1230,504,0.411,1600,956,0.598,8550,4042,0.473,1415,841,0.59
2005-07-25,3760,2022,0.538,1960,860,0.439,1220,535,0.437,1600,1012,0.633,8530,4429,0.519,1363,848,0.62
2005-08-01,3750,2331,0.621,1960,926,0.472,1220,578,0.472,1600,1096,0.685,8550,4931,0.577,1310,856,0.65
2005-08-08,3750,2572,0.685,1960,995,0.508,1220,656,0.536,1600,1211,0.757,8540,5434,0.636,1258,1124,0.89
2005-08-15,3760,2715,0.723,1960,1029,0.525,1230,673,0.549,1600,1199,0.749,8530,5616,0.658,1205,965,0.8
2005-08-22,3750,2860,0.762,1960,1084,0.553,1230,690,0.563,1600,1234,0.771,8540,5868,0.687,1164,2994,2.57
2005-08-29,3750,3021,0.805,1960,1170,0.597,1220,720,0.588,1600,1331,0.832,8540,6242,0.731,1123,2081,1.85
2005-09-05,3760,3181,0.847,1960,1214,0.619,1230,724,0.591,1600,1326,0.829,8540,6445,0.755,1082,1297,1.2
2005-09-12,3760,3321,0.884,1960,1252,0.639,1230,749,0.611,1600,1329,0.831,8540,6651,0.779,1041,1210,1.16
2005-09-19,3760,3317,0.883,1960,1274,0.65,1230,756,0.617,1600,1336,0.835,8540,6683,0.783,1002,935,0.93
2005-09-26,3760,3295,0.877,1960,1276,0.651,1230,767,0.626,1600,1321,0.826,8540,6659,0.78,966,696,0.72
2005-10-03,3750,3258,0.868,1960,1285,0.656,1230,762,0.622,1600,1323,0.827,8540,6628,0.776,930,1210,1.3
2005-10-10,3760,3204,0.853,1960,1315,0.671,1230,751,0.613,1600,1320,0.825,8540,6590,0.772,894,827,0.93
2005-10-17,3760,3158,0.841,1960,1313,0.67,1220,736,0.601,1600,1284,0.803,8540,6491,0.76,866,574,0.66
2005-10-24,3750,3115,0.83,1960,1312,0.669,1230,711,0.58,1600,1246,0.779,8530,6384,0.748,860,593,0.69
2005-10-31,3750,3079,0.82,1960,1301,0.664,1230,691,0.564,1600,1205,0.753,8540,6276,0.735,855,465,0.54
2005-11-07,3750,3044,0.811,1960,1299,0.663,1220,666,0.544,1600,1181,0.738,8540,6190,0.725,849,501,0.59
2005-11-14,3760,2956,0.787,1960,1261,0.643,1230,646,0.527,1600,1123,0.702,8540,5986,0.701,843,465,0.55
2005-11-21,3760,2833,0.754,1960,1198,0.611,1220,612,0.5,1600,1074,0.671,8550,5717,0.669,838,403,0.48
2005-11-28,3750,2677,0.713,1960,1116,0.569,1220,573,0.468,1600,998,0.624,8540,5364,0.628,833,398,0.48
2005-12-05,3750,2529,0.674,1960,1039,0.53,1230,533,0.435,1600,934,0.584,8530,5035,0.59,829,480,0.58
2005-12-12,3750,2391,0.637,1960,985,0.503,1220,507,0.414,1600,894,0.559,8550,4777,0.559,824,471,0.57
2005-12-19,3750,2259,0.602,1960,925,0.472,1220,485,0.396,1600,849,0.531,8540,4518,0.529,816,448,0.55
2005-12-26,3760,2142,0.57,1960,878,0.448,1230,468,0.382,1600,823,0.514,8540,4311,0.505,805,376,0.47
2006-01-02,3750,2061,0.549,1960,870,0.444,1220,454,0.371,1600,830,0.519,8530,4215,0.494,795,612,0.77
2006-01-09,3750,1967,0.524,1960,848,0.433,1230,445,0.363,1600,813,0.508,8540,4073,0.477,784,420,0.54
2006-01-16,3750,1828,0.487,1960,787,0.402,1220,420,0.343,1600,747,0.467,8540,3782,0.443,777,376,0.48
2006-01-23,3760,1710,0.455,1960,754,0.385,1220,404,0.33,1600,707,0.442,8530,3575,0.419,790,465,0.59
2006-01-30,3760,1559,0.415,1960,678,0.346,1230,369,0.301,1600,647,0.404,8540,3253,0.381,803,387,0.48
2006-02-06,3760,1383,0.368,1960,608,0.31,1220,343,0.28,1600,592,0.37,8530,2926,0.343,815,376,0.46
2006-02-13,3760,1237,0.329,1960,556,0.284,1220,318,0.26,1600,558,0.349,8530,2669,0.313,828,349,0.42
2006-02-20,3760,1098,0.292,1960,511,0.261,1230,287,0.234,1600,542,0.339,8550,2438,0.285,841,730,0.87
2006-02-27,3760,970,0.258,1960,446,0.228,1230,254,0.207,1600,489,0.306,8530,2159,0.253,853,519,0.61
2006-03-06,3750,836,0.223,1960,377,0.192,1220,220,0.18,1600,436,0.273,8530,1869,0.219,866,723,0.83
2006-03-13,3760,736,0.196,1960,343,0.175,1230,199,0.162,1600,416,0.26,8560,1694,0.198,878,1047,1.19
2006-03-20,3760,624,0.166,1970,293,0.149,1230,167,0.136,1600,354,0.221,8560,1438,0.168,906,618,0.68
2006-03-27,3750,533,0.142,1960,269,0.137,1220,154,0.126,1600,364,0.228,8520,1320,0.155,940,1442,1.53
2006-04-03,3740,498,0.133,1960,269,0.137,1230,150,0.122,1600,422,0.264,8530,1339,0.157,973,1781,1.83
2006-04-10,3740,453,0.121,1950,250,0.128,1220,142,0.116,1600,391,0.244,8520,1236,0.145,1007,2977,2.96
2006-04-17,3770,407,0.108,1970,242,0.123,1230,136,0.111,1600,398,0.249,8510,1183,0.139,1046,2106,2.01
2006-04-24,3750,409,0.109,1960,262,0.134,1220,144,0.118,1600,422,0.264,8530,1237,0.145,1099,1664,1.51
2006-05-01,3750,412,0.11,1950,295,0.151,1230,161,0.131,1600,449,0.281,8550,1317,0.154,1152,1615,1.4
2006-05-08,3760,447,0.119,1960,363,0.185,1220,191,0.156,1600,492,0.308,8530,1493,0.175,1205,1361,1.13
2006-05-15,3750,480,0.128,1960,430,0.219,1220,215,0.176,1600,525,0.328,8550,1650,0.193,1499,1664,1.11
2006-05-22,3760,620,0.165,1960,577,0.294,1230,275,0.224,1600,624,0.39,8560,2096,0.245,1314,1764,1.34
2006-05-29,3760,741,0.197,1960,693,0.354,1230,363,0.296,1600,687,0.429,8540,2484,0.291,1370,1739,1.27
2006-06-05,3750,813,0.217,1960,757,0.386,1230,397,0.324,1600,733,0.458,8540,2700,0.316,1427,1822,1.28
2006-06-12,3760,909,0.242,1960,807,0.412,1230,434,0.354,1600,740,0.463,8550,2890,0.338,1484,1242,0.84
2006-06-19,3750,1215,0.324,1960,945,0.482,1230,505,0.412,1600,824,0.515,8530,3489,0.409,1498,1313,0.88
2006-06-26,3750,1565,0.417,1960,1068,0.545,1220,572,0.467,1600,950,0.594,8530,4155,0.487,1481,1226,0.83
2006-07-03,3750,1932,0.515,1960,1162,0.593,1230,625,0.51,1600,1040,0.65,8540,4759,0.557,1464,1109,0.76
2006-07-10,3760,2209,0.588,1960,1232,0.629,1230,662,0.54,1600,1088,0.68,8540,5191,0.608,1446,1017,0.7
2006-07-17,3760,2475,0.659,1960,1268,0.647,1220,688,0.562,1600,1125,0.703,8530,5556,0.651,1419,863,0.61
2006-07-24,3760,2724,0.725,1960,1277,0.652,1230,695,0.567,1600,1165,0.728,8540,5861,0.686,1367,757,0.55
2006-07-31,3750,2943,0.784,1960,1273,0.649,1230,695,0.567,1600,1200,0.75,8530,6111,0.716,1314,710,0.54
2006-08-07,3750,3100,0.826,1960,1346,0.687,1220,714,0.583,1600,1320,0.825,8540,6480,0.759,1262,1163,0.92
2006-08-14,3750,3190,0.85,1960,1367,0.697,1220,725,0.592,1600,1345,0.841,8540,6627,0.776,1209,1500,1.24
2006-08-21,3750,3299,0.879,1960,1476,0.753,1230,831,0.678,1600,1395,0.872,8540,7001,0.82,1167,1086,0.93
2006-08-28,3750,3368,0.897,1960,1522,0.777,1230,859,0.701,1600,1399,0.874,8540,7148,0.837,1126,1179,1.05
2006-09-04,3750,3420,0.911,1960,1552,0.792,1230,876,0.715,1600,1450,0.906,8540,7298,0.855,1085,1218,1.12
2006-09-11,3760,3550,0.945,1960,1588,0.81,1230,887,0.724,1600,1478,0.924,8540,7503,0.879,1043,921,0.88
2006-09-18,3750,3601,0.959,1960,1636,0.835,1220,933,0.762,1600,1490,0.931,8540,7660,0.897,1005,2190,2.18
2006-09-25,3750,3616,0.963,1960,1669,0.852,1230,957,0.781,1600,1491,0.932,8540,7733,0.906,969,1047,1.08
2006-10-02,3720,3576,0.961,1960,1698,0.866,1230,972,0.793,1600,1470,0.919,8510,7716,0.907,934,1656,1.77
2006-10-09,3720,3616,0.972,1960,1780,0.908,1230,1027,0.838,1600,1490,0.931,8510,7913,0.93,898,1132,1.26
2006-10-16,3720,3542,0.952,1960,1784,0.91,1220,1019,0.832,1600,1441,0.901,8510,7786,0.915,867,778,0.9
2006-10-23,3720,3437,0.924,1960,1765,0.901,1220,991,0.809,1600,1400,0.875,8500,7593,0.893,861,624,0.72
2006-10-30,3720,3374,0.907,1960,1790,0.913,1230,1001,0.817,1600,1395,0.872,8500,7560,0.889,854,586,0.69
2006-11-06,3720,3284,0.883,1960,1755,0.895,1230,983,0.802,1600,1371,0.857,8510,7393,0.869,848,501,0.59
2006-11-13,3720,3157,0.849,1960,1720,0.878,1230,951,0.776,1600,1334,0.834,8510,7162,0.842,842,586,0.7
2006-11-20,3720,3042,0.818,1960,1709,0.872,1220,926,0.756,1600,1307,0.817,8510,6984,0.821,836,612,0.73
2006-11-27,3720,2891,0.777,1960,1683,0.859,1220,905,0.739,1600,1280,0.8,8500,6759,0.795,831,549,0.66
2006-12-04,3720,2738,0.736,1960,1627,0.83,1230,869,0.709,1600,1240,0.775,8510,6474,0.761,826,561,0.68
2006-12-11,3720,2611,0.702,1960,1636,0.835,1220,868,0.709,1600,1232,0.77,8510,6347,0.746,821,1002,1.22
2006-12-18,3720,2461,0.662,1960,1590,0.811,1230,837,0.683,1600,1177,0.736,8510,6065,0.713,814,683,0.84
2006-12-25,3720,2315,0.622,1960,1550,0.791,1230,798,0.651,1600,1112,0.695,8510,5775,0.679,805,543,0.67
2007-01-01,3720,2225,0.598,1970,1532,0.778,1220,779,0.636,1600,1102,0.689,8520,5638,0.662,793,723,0.91
2007-01-08,3720,2162,0.581,1970,1529,0.776,1220,764,0.624,1600,1109,0.693,8520,5564,0.653,785,834,1.06
2007-01-15,3720,2087,0.561,1970,1518,0.771,1220,735,0.6,1600,1085,0.678,8520,5425,0.637,830,813,0.98
2007-01-22,3720,2007,0.54,1970,1497,0.76,1220,726,0.593,1600,1067,0.667,8520,5297,0.622,789,892,1.13
2007-01-29,3720,1832,0.492,1970,1421,0.721,1220,686,0.56,1600,1000,0.625,8520,4939,0.58,801,663,0.83
2007-02-05,3720,1707,0.459,1970,1226,0.622,1230,642,0.524,1600,905,0.566,8520,4480,0.526,813,519,0.64
2007-02-12,3720,1557,0.419,1970,1265,0.642,1220,612,0.5,1600,874,0.546,8510,4308,0.506,825,834,1.01
2007-02-19,3720,1454,0.391,1970,1212,0.615,1220,585,0.478,1600,840,0.525,8520,4091,0.48,837,792,0.95
2007-02-26,3720,1336,0.359,1970,1149,0.583,1230,559,0.456,1600,788,0.493,8520,3832,0.45,849,813,0.96
2007-03-05,3720,1249,0.336,1970,1092,0.554,1230,543,0.443,1600,779,0.487,8520,3663,0.43,862,1524,1.77
2007-03-12,3720,1153,0.31,1970,1024,0.52,1220,523,0.427,1600,717,0.448,8520,3417,0.401,874,1017,1.16
2007-03-19,3720,1096,0.295,1970,1000,0.508,1230,510,0.416,1600,657,0.411,8520,3263,0.383,899,856,0.95
2007-03-26,3720,989,0.266,1970,936,0.475,1230,482,0.393,1600,582,0.364,8520,2989,0.351,933,928,0.99
2007-04-02,3710,899,0.242,1970,896,0.455,1220,453,0.37,1600,548,0.343,8520,2796,0.328,967,870,0.9
2007-04-09,3720,840,0.226,1970,877,0.445,1220,432,0.353,1600,540,0.338,8510,2689,0.316,1002,771,0.77
2007-04-16,3710,806,0.217,1970,880,0.447,1220,438,0.358,1600,565,0.353,8510,2689,0.316,1039,737,0.71
2007-04-23,3720,804,0.216,1970,927,0.471,1230,467,0.381,1600,595,0.372,8520,2793,0.328,1091,771,0.71
2007-04-30,3710,813,0.219,1970,998,0.507,1220,497,0.406,1600,637,0.398,8510,2945,0.346,1144,750,0.66
2007-05-07,3710,824,0.222,1970,1044,0.53,1230,527,0.43,1600,661,0.413,8510,3056,0.359,1196,870,0.73
2007-05-14,3720,836,0.225,1970,1096,0.556,1230,559,0.456,1600,704,0.44,8520,3195,0.375,1249,744,0.6
2007-05-21,3720,885,0.238,1970,1174,0.596,1220,628,0.513,1600,802,0.501,8510,3489,0.41,1304,1281,0.98
2007-05-28,3720,1033,0.278,1970,1287,0.653,1230,696,0.568,1600,844,0.528,8520,3860,0.453,1359,1320,0.97
2007-06-04,3720,1076,0.289,1970,1344,0.682,1230,765,0.624,1600,878,0.549,8520,4063,0.477,1415,1475,1.04
2007-06-11,3720,1236,0.332,1970,1442,0.732,1230,836,0.682,1600,940,0.588,8520,4454,0.523,1470,1242,0.84
2007-06-18,3720,1536,0.413,1970,1567,0.795,1230,940,0.767,1600,1022,0.639,8510,5065,0.595,1495,1565,1.05
2007-06-25,3720,1840,0.495,1970,1650,0.838,1220,1009,0.824,1600,1092,0.683,8510,5591,0.657,1477,1451,0.98
2007-07-02,3720,2027,0.545,1970,1640,0.832,1220,1046,0.854,1600,1120,0.701,8520,5833,0.685,1460,1361,0.93
2007-07-09,3720,2212,0.595,1970,1693,0.859,1230,1072,0.875,1600,1175,0.734,8520,6152,0.722,1443,1699,1.18
2007-07-16,3720,2382,0.64,1970,1716,0.871,1220,1068,0.872,1600,1193,0.746,8510,6359,0.747,1421,1534,1.08
2007-07-23,3720,2621,0.705,1970,1722,0.874,1220,1063,0.868,1600,1254,0.784,8520,6660,0.782,1371,1567,1.14
2007-07-30,3720,2795,0.751,1970,1740,0.883,1220,1069,0.873,1600,1301,0.813,8510,6905,0.811,1321,1405,1.06
2007-08-06,3720,2916,0.784,1970,1742,0.884,1220,1064,0.869,1600,1342,0.839,8510,7064,0.83,1270,1132,0.89
2007-08-13,3720,3040,0.817,1970,1761,0.894,1220,1078,0.88,1600,1402,0.876,8520,7281,0.855,1220,2037,1.67
2007-08-20,3720,3191,0.858,1970,1789,0.908,1220,1074,0.877,1600,1405,0.878,8510,7459,0.876,1176,1600,1.36
2007-08-27,3720,3188,0.857,1970,1803,0.915,1230,1082,0.883,1600,1376,0.86,8510,7449,0.875,1134,1109,0.98
2007-09-03,3720,3403,0.915,1970,1817,0.922,1220,1053,0.86,1600,1434,0.896,8520,7707,0.905,1092,1302,1.19
2007-09-10,3720,3417,0.919,1970,1788,0.908,1220,1009,0.824,1600,1431,0.894,8510,7645,0.898,1050,1147,1.09
2007-09-17,3720,3462,0.931,1970,1755,0.891,1230,967,0.789,1600,1412,0.883,8520,7596,0.892,1010,876,0.87
2007-09-24,3720,3509,0.943,1970,1762,0.894,1220,948,0.774,1600,1424,0.89,8510,7643,0.898,974,890,0.91
2007-10-01,3720,3432,0.923,1980,1725,0.873,1230,930,0.759,1600,1409,0.881,8520,7496,0.88,937,912,0.97
2007-10-08,3720,3413,0.917,1980,1751,0.886,1220,927,0.757,1600,1409,0.881,8520,7500,0.88,901,919,1.02
2007-10-15,3720,3349,0.9,1980,1717,0.869,1220,910,0.743,1600,1353,0.846,8520,7329,0.86,835,740,0.89
2007-10-22,3720,3257,0.876,1980,1664,0.842,1230,871,0.711,1600,1311,0.819,8520,7103,0.834,858,649,0.76
2007-10-29,3720,3122,0.839,1980,1602,0.811,1230,820,0.669,1600,1236,0.773,8520,6780,0.796,851,562,0.66
2007-11-05,3720,3002,0.807,1980,1565,0.792,1230,798,0.651,1600,1202,0.751,8520,6567,0.771,844,502,0.59
2007-11-12,3720,2857,0.768,1980,1526,0.772,1230,765,0.624,1600,1158,0.724,8520,6306,0.74,837,848,1.01
2007-11-19,3720,2697,0.725,1980,1456,0.737,1220,732,0.598,1600,1090,0.681,8520,5975,0.701,831,568,0.68
2007-11-26,3720,2563,0.689,1980,1398,0.707,1230,712,0.581,1600,1070,0.669,8520,5743,0.674,826,780,0.94
2007-12-03,3720,2433,0.654,1980,1345,0.681,1230,690,0.563,1600,1045,0.655,8520,5513,0.647,821,954,1.16
